Food group,Food,Protein (g),Diet,Species,n,Model,Sample,Measure,Analyte,Value (%),SD,Analysis method,Collected From,Original Source,Notes
Grains and Grain Products,"Millet: Meal (Setaria italica), common millet. 40 percent of the millet (chiefly bran) removed by sifting through a 16-mesh sieve.",49,human,"Millet bread (recipe: 15 c. millet meal, 1? c. molasses, 1 c. lard, 2 qt. water, 3� tsp. salt, 3� tsp. soda, 5 tsp. ginger), potato, orange, tea or coffee as desired. Daily intake: 49 gm. protein, 2,140 to 3,080 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,30.3,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","LANGWORTHY, C. F. and HOLMES, A. D. 1917. EXPERIMENTS IN THE DETERMINATION OF THE DIGESTIBILITY OF MILLETS. U. S. Dept. Agr. Bui. 525, 11 pp.","Subjects, young men (medical and dental students). Experimental period, 3 days. Marker, charcoal, taken with 1st meal of experimental period and with 1st meal following."
Grains and Grain Products,"Millet: Meal (Setaria italica), common millet. 40 percent of the millet (chiefly bran) removed by sifting through a 16-mesh sieve.",49,human,"Millet bread (recipe: 15 c. millet meal, 1? c. molasses, 1 c. lard, 2 qt. water, 3� tsp. salt, 3� tsp. soda, 5 tsp. ginger), potato, orange, tea or coffee as desired. Daily intake: 49 gm. protein, 2,140 to 3,080 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,36.2,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","LANGWORTHY, C. F. and HOLMES, A. D. 1917. EXPERIMENTS IN THE DETERMINATION OF THE DIGESTIBILITY OF MILLETS. U. S. Dept. Agr. Bui. 525, 11 pp.","Subjects, young men (medical and dental students). Experimental period, 3 days. Marker, charcoal, taken with 1st meal of experimental period and with 1st meal following."
Grains and Grain Products,"Millet: Meal (Setaria italica), common millet. 40 percent of the millet (chiefly bran) removed by sifting through a 16-mesh sieve.",49,human,"Millet bread (recipe: 15 c. millet meal, 1? c. molasses, 1 c. lard, 2 qt. water, 3� tsp. salt, 3� tsp. soda, 5 tsp. ginger), potato, orange, tea or coffee as desired. Daily intake: 49 gm. protein, 2,140 to 3,080 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,28.7,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","LANGWORTHY, C. F. and HOLMES, A. D. 1917. EXPERIMENTS IN THE DETERMINATION OF THE DIGESTIBILITY OF MILLETS. U. S. Dept. Agr. Bui. 525, 11 pp.","Subjects, young men (medical and dental students). Experimental period, 3 days. Marker, charcoal, taken with 1st meal of experimental period and with 1st meal following."
Grains and Grain Products,"Millet: Meal (Setaria italica), common millet. 40 percent of the millet (chiefly bran) removed by sifting through a 16-mesh sieve.",49,human,"Millet bread (recipe: 15 c. millet meal, 1? c. molasses, 1 c. lard, 2 qt. water, 3� tsp. salt, 3� tsp. soda, 5 tsp. ginger), potato, orange, tea or coffee as desired. Daily intake: 49 gm. protein, 2,140 to 3,080 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,61.3,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","LANGWORTHY, C. F. and HOLMES, A. D. 1917. EXPERIMENTS IN THE DETERMINATION OF THE DIGESTIBILITY OF MILLETS. U. S. Dept. Agr. Bui. 525, 11 pp.","Subjects, young men (medical and dental students). Experimental period, 3 days. Marker, charcoal, taken with 1st meal of experimental period and with 1st meal following."
Grains and Grain Products,"Millet: Meal (Setaria italica), common millet. 40 percent of the millet (chiefly bran) removed by sifting through a 16-mesh sieve.",49,human,"Millet bread (recipe: 15 c. millet meal, 1? c. molasses, 1 c. lard, 2 qt. water, 3� tsp. salt, 3� tsp. soda, 5 tsp. ginger), potato, orange, tea or coffee as desired. Daily intake: 49 gm. protein, 2,140 to 3,080 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,46.2,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","LANGWORTHY, C. F. and HOLMES, A. D. 1917. EXPERIMENTS IN THE DETERMINATION OF THE DIGESTIBILITY OF MILLETS. U. S. Dept. Agr. Bui. 525, 11 pp.","Subjects, young men (medical and dental students). Experimental period, 3 days. Marker, charcoal, taken with 1st meal of experimental period and with 1st meal following."
Grains and Grain Products,"Oats, Oat Products (Avena sativa): Rolled oats",,human,"Rolled oats, cooked 4 hrs.; milk ""Full ration""",1,in vivo,fecal,apparent digestibility,crude protein,72.3,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","SNYDER, H. 1901. STUDIES ON BREAD AND BREAD MAKING AT THE UNIVERSITY OF MINNESOTA IN 1899 AND 1900. U. S. Dept. Agr. Off. Expt. Stas. Bui. 101, 65 pp., illus.","Two subjects, young men. Experimental period, 2 days with 6 meals. Preliminary experimental period of 1 meal. Marker,charcoal. N-balance per day; Subject No. 4, full ration, -0.5 gm."
Grains and Grain Products,"Oats, Oat Products (Avena sativa): Rolled oats",,human,"Rolled oats, cooked 4 hrs.; milk ""Full ration""",1,in vivo,fecal,apparent digestibility,crude protein,69.2,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","SNYDER, H. 1901. STUDIES ON BREAD AND BREAD MAKING AT THE UNIVERSITY OF MINNESOTA IN 1899 AND 1900. U. S. Dept. Agr. Off. Expt. Stas. Bui. 101, 65 pp., illus.","Two subjects, young men. Experimental period, 2 days with 6 meals. Preliminary experimental period of 1 meal. Marker,charcoal. N-balance per day; Subject No. 5, full ration,+ 1.3 gm."
Grains and Grain Products,"Oats, Oat Products (Avena sativa): Rolled oats",,human,"Rolled oats, cooked 4 hrs.; milk ""One-half ration""",1,in vivo,fecal,apparent digestibility,crude protein,85.1,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","SNYDER, H. 1901. STUDIES ON BREAD AND BREAD MAKING AT THE UNIVERSITY OF MINNESOTA IN 1899 AND 1900. U. S. Dept. Agr. Off. Expt. Stas. Bui. 101, 65 pp., illus.","Two subjects, young men. Experimental period, 2 days with 6 meals. Preliminary experimental period of 1 meal. Marker,charcoal. N-balance per day; Subject No. 4, half ration, +3.6 gm."
Grains and Grain Products,"Oats, Oat Products (Avena sativa): Rolled oats",,human,"Rolled oats, cooked 4 hrs.; milk ""One-half ration""",1,in vivo,fecal,apparent digestibility,crude protein,79.9,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","SNYDER, H. 1901. STUDIES ON BREAD AND BREAD MAKING AT THE UNIVERSITY OF MINNESOTA IN 1899 AND 1900. U. S. Dept. Agr. Off. Expt. Stas. Bui. 101, 65 pp., illus.","Two subjects, young men. Experimental period, 2 days with 6 meals. Preliminary experimental period of 1 meal. Marker,charcoal. N-balance per day; Subject No. 5, half ration, -0.6 gm."
Grains and Grain Products,"Oats, Oat Products (Avena sativa): Rolled oats",,human,"Rolled oats, cooked; cream, sugar.",1,in vivo,fecal,apparent digestibility,crude protein,78.4,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","MERRILL, L. H. 1905. CEREAL FOODS. Maine Agr. Expt. Sta. Bui. 118, pp. [117]-135.",Average of 16 experiments.
Grains and Grain Products,"Oats, Oat Products (Avena sativa): Rolled oats",,human,"Rolled oats, cooked; sugar, cream, coffee.",1,in vivo,fecal,apparent digestibility,crude protein,,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","MURLIN, J. R., LINE, W. R., PIPER, H. A., and PIERCE, H.B. 1929. THE NUTRITIVE VALUE OF CEREAL BREAKFAST FOODS. I. COMPOSITION AND HEAT VALUE. Jour. Nutr. 2: 83-90.","Details of experiment not given. Authors reported ""coefficient or utilization"" of protein, 84 percent; not included in this table since not clear if value is true or apparent digestibility."
Grains and Grain Products,"Oats, Oat Products (Avena sativa): Rolled oats",,human,"Rolled oats, cooked; milk-cream mixture, sucrose. Proportions of oats and milk-cream mixture differed for the two experimental periods.",1,in vivo,fecal,apparent digestibility,crude protein,68.8,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","KUETHER, C. A., and MYERS, V. C. 1948. THE NUTRITIVE VALUE OF CEREAL PROTEINS IN HUMAN SUBJECTS. Jour. Nutr. 35: 651-667.","Subjects, 3 women (GG, LG, RL) and 5 men (CK, WP, MP, OS AF). Collection period of 9 days began on 3d day of experimental period. Marker, charcoal or barium sulfate. Average N-balance for the 6 subjects were -0.3 gm. per day for 1st period; -0.8 gm. per day for 2d period. For 3d period, subjects, 3 men, average N-balance was -1.2 gm. per day"
Grains and Grain Products,"Oats, Oat Products (Avena sativa): Rolled oats",,human,"Rolled oats, cooked; milk-cream mixture, sucrose. Proportions of oats and milk-cream mixture differed for the two experimental periods.",1,in vivo,fecal,apparent digestibility,crude protein,78.9,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","KUETHER, C. A., and MYERS, V. C. 1948. THE NUTRITIVE VALUE OF CEREAL PROTEINS IN HUMAN SUBJECTS. Jour. Nutr. 35: 651-667.","Subjects, 3 women (GG, LG, RL) and 5 men (CK, WP, MP, OS AF). Collection period of 9 days began on 3d day of experimental period. Marker, charcoal or barium sulfate. Average N-balance for the 6 subjects were -0.3 gm. per day for 1st period; -0.8 gm. per day for 2d period. For 3d period, subjects, 3 men, average N-balance was -1.2 gm. per day"
Grains and Grain Products,"Oats, Oat Products (Avena sativa): Rolled oats",,human,"Rolled oats, cooked; milk-cream mixture, sucrose. Proportions of oats and milk-cream mixture differed for the two experimental periods.",1,in vivo,fecal,apparent digestibility,crude protein,72.1,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","KUETHER, C. A., and MYERS, V. C. 1948. THE NUTRITIVE VALUE OF CEREAL PROTEINS IN HUMAN SUBJECTS. Jour. Nutr. 35: 651-667.","Subjects, 3 women (GG, LG, RL) and 5 men (CK, WP, MP, OS AF). Collection period of 9 days began on 3d day of experimental period. Marker, charcoal or barium sulfate. Average N-balance for the 6 subjects were -0.3 gm. per day for 1st period; -0.8 gm. per day for 2d period. For 3d period, subjects, 3 men, average N-balance was -1.2 gm. per day"
Grains and Grain Products,"Oats, Oat Products (Avena sativa): Rolled oats",,human,"Rolled oats, cooked; milk-cream mixture, sucrose. Proportions of oats and milk-cream mixture differed for the two experimental periods.",1,in vivo,fecal,apparent digestibility,crude protein,82.4,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","KUETHER, C. A., and MYERS, V. C. 1948. THE NUTRITIVE VALUE OF CEREAL PROTEINS IN HUMAN SUBJECTS. Jour. Nutr. 35: 651-667.","Subjects, 3 women (GG, LG, RL) and 5 men (CK, WP, MP, OS AF). Collection period of 9 days began on 3d day of experimental period. Marker, charcoal or barium sulfate. Average N-balance for the 6 subjects were -0.3 gm. per day for 1st period; -0.8 gm. per day for 2d period. For 3d period, subjects, 3 men, average N-balance was -1.2 gm. per day"
Grains and Grain Products,"Oats, Oat Products (Avena sativa): Rolled oats",,human,"Rolled oats, cooked; milk-cream mixture, sucrose. Proportions of oats and milk-cream mixture differed for the two experimental periods.",1,in vivo,fecal,apparent digestibility,crude protein,64.6,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","KUETHER, C. A., and MYERS, V. C. 1948. THE NUTRITIVE VALUE OF CEREAL PROTEINS IN HUMAN SUBJECTS. Jour. Nutr. 35: 651-667.","Subjects, 3 women (GG, LG, RL) and 5 men (CK, WP, MP, OS AF). Collection period of 9 days began on 3d day of experimental period. Marker, charcoal or barium sulfate. Average N-balance for the 6 subjects were -0.3 gm. per day for 1st period; -0.8 gm. per day for 2d period. For 3d period, subjects, 3 men, average N-balance was -1.2 gm. per day"
Grains and Grain Products,"Oats, Oat Products (Avena sativa): Rolled oats",,human,"Rolled oats, cooked; milk-cream mixture, sucrose. Proportions of oats and milk-cream mixture differed for the two experimental periods.",1,in vivo,fecal,apparent digestibility,crude protein,69.4,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","KUETHER, C. A., and MYERS, V. C. 1948. THE NUTRITIVE VALUE OF CEREAL PROTEINS IN HUMAN SUBJECTS. Jour. Nutr. 35: 651-667.","Subjects, 3 women (GG, LG, RL) and 5 men (CK, WP, MP, OS AF). Collection period of 9 days began on 3d day of experimental period. Marker, charcoal or barium sulfate. Average N-balance for the 6 subjects were -0.3 gm. per day for 1st period; -0.8 gm. per day for 2d period. For 3d period, subjects, 3 men, average N-balance was -1.2 gm. per day"
